0.000000, -0.004153	 -0.008279, -0.012378	 -0.016440, -0.020475
0.425571, 0.370510	 0.306758, 0.243466	 0.166814, 0.086267
0.007248, -0.070250	 -0.148759, -0.225736	 -0.301270, -0.376916
-0.451091, -0.523799	 -0.593199, -0.661195	 -0.727794, -0.789215
-0.849821, -0.909124	 -0.972210, -1.033901	 -1.094207, -1.161173
-1.225365, -1.298692	 -1.375001, -1.449521	 -1.522263, -1.599284
-1.674428, -1.745365	 -1.834842, -1.922119	 -2.007212, -2.091035
-2.172698, -2.248979	 -2.304321, -2.358022	 -2.410095, -2.452472
-2.493391, -2.528960	 -2.557580, -2.584971	 -2.611149, -2.637949
-2.663527, -2.687901	 -2.706204, -2.733133	 -2.758751, -2.783058
-2.810347, -2.836253	 -2.860795, -2.882215	 -2.901133, -2.918801
-2.929679, -2.939443	 -2.948114, -2.951885	 -2.948924, -2.943577
-2.936690, -2.929031	 -2.920617, -2.910684	 -2.894165, -2.863551
-2.829901, -2.795980	 -2.761802, -2.722341	 -2.682706, -2.636755
-2.592850, -2.548773	 -2.504541, -2.462924	 -2.421108, -2.372630
-2.331829, -2.290860	 -2.249738, -2.214276	 -2.178615, -2.136943
-2.114959, -2.092656	 -2.070045, -2.047633	 -2.024939, -2.001973
-1.973300, -1.927514	 -1.882055, -1.827581	 -1.773640, -1.720237
-1.661106, -1.599119	 -1.535018, -1.471681	 -1.410527, -1.350115
-1.290449, -1.234062	 -1.175398, -1.124432	 -1.079780, -1.035610
-0.991926, -0.955819	 -0.920065, -0.882259	 -0.865569, -0.848936
-0.832362, -0.817353	 -0.802410, -0.787537	 -0.771486, -0.745807
-0.720502, -0.695576	 -0.666615, -0.638123	 -0.610099, -0.578557
-0.543330, -0.508710	 -0.473949, -0.439794	 -0.406242, -0.372977
-0.339812, -0.313092	 -0.292931, -0.273094	 -0.253582, -0.242543
-0.231677, -0.220656	 -0.214724, -0.208361	 -0.202133, -0.196040
-0.187803, -0.179775	 -0.172285, -0.155857	 -0.139876, -0.124337
-0.101640, -0.079537	 -0.058022, -0.038127	 -0.009321, 0.018751
0.046107, 0.070464	 0.094160, 0.117202	 0.136036, 0.151276
0.166052, 0.180286	 0.194087, 0.207460	 0.220437, 0.232027
0.243400, 0.252895	 0.262088, 0.270984	 0.278199, 0.285157
0.291098, 0.291608	 0.291981, 0.292217	 0.292433, 0.292507
0.292444, 0.291288	 0.295622, 0.299715	 0.303567, 0.311138
0.318399, 0.325355	 0.335056, 0.350012	 0.364513, 0.378515
0.392079, 0.405209	 0.417320, 0.427941	 0.432328, 0.433840
0.435162, 0.436295	 0.435037, 0.433642	 0.431026, 0.423510
0.415965, 0.408395	 0.400787, 0.394212	 0.387583, 0.379688
0.385257, 0.390505	 0.395437, 0.404568	 0.413311, 0.421671
0.432740, 0.449081	 0.464915, 0.482920	 0.500388, 0.517323
0.533966, 0.548892	 0.555518, 0.560205	 0.564648, 0.568849
0.566667, 0.564383	 0.561053, 0.557079	 0.553051, 0.548971
0.545983, 0.542926	 0.538989, 0.533592	 0.528207, 0.522837
0.519512, 0.516170	 0.512287, 0.524887	 0.537212, 0.549262
0.568849, 0.588036	 0.606826, 0.625387	 0.660861, 0.695698
0.729924, 0.763604	 0.796678, 0.829148	 0.856440, 0.864716
0.872889, 0.872826	 0.872824, 0.872881	 0.865102, 0.857863
0.833583, 0.778022	 0.723570, 0.670222	 0.617941, 0.510853
0.406288, 0.248007	 0.092955, -0.058931	 -0.207669, -0.355807
-0.500855, -0.641668	 -0.705891, -0.768831	 -0.830494, -0.856849
-0.882664, -0.907942	 -0.932433, -0.911510	 -0.890893, -0.866078
-0.841593, -0.817438	 -0.791953, -0.750600	 -0.709639, -0.659946
-0.610769, -0.562115	 -0.499328, -0.419926	 -0.341540, -0.259077
-0.177751, -0.097567	 -0.016084, 0.043474	 0.102123, 0.151027
0.199145, 0.246476	 0.292937, 0.338202	 0.473540, 0.605942
0.249166, -0.100636	 -0.443497, -0.772086	 -1.093203, -0.910740
-0.774853, -0.641456	 -0.510540, -0.405589	 -0.302542, -0.200283
-0.140856, -0.082354	 -0.024777, 0.017463	 0.059048, 0.099977
0.123573, 0.122300	 0.121088, 0.107741	 0.094585, 0.081620
0.054237, 0.026251	 0.010708, 0.005353	 -0.000114, -0.005691
-0.011374, 0.005200	 0.019757, 0.081706	 0.149797, 0.216363
0.281412, 0.346180	 0.409483, 0.470052	 0.502944, 0.535044
0.566358, 0.585829	 0.604750, 0.623127	 0.639642, 0.633235
0.626731, 0.620119	 0.606151, 0.592225	 0.578345, 0.562110
0.554409, 0.546599	 0.547830, 0.548768	 0.549417, 0.562583
0.573396, 0.600758	 0.631738, 0.661817	 0.691005, 0.718787
0.745708, 0.769673	 0.784343, 0.798377	 0.811782, 0.820963
0.829585, 0.837659	 0.842523, 0.842881	 0.842784, 0.843482
0.843714, 0.843490	 0.842815, 0.840783	 0.838480, 0.835781
0.831303, 0.826475	 0.821304, 0.815409	 0.806524, 0.788578
0.763805, 0.739206	 0.714782, 0.686128	 0.657757, 0.627808
0.606862, 0.586106	 0.565541, 0.546841	 0.528320, 0.509979
0.490803, 0.468408	 0.446326, 0.424558	 0.400111, 0.376045
0.352359, 0.325424	 0.291832, 0.258838	 0.222454, 0.186745
0.151708, 0.117339	 0.081817, 0.049490	 0.017800, -0.009416
-0.036076, -0.062182	 -0.084119, -0.105219	 -0.114071, -0.115364
-0.116484, -0.117435	 -0.118189, -0.114829	 -0.110166, -0.103306
-0.092981, -0.082627	 -0.072249, -0.057944	 -0.043692, -0.027928
0.036015, 0.098892	 0.160703, 0.259519	 0.356498, 0.451646
0.598058, 0.262828	 -0.065570, -0.310559	 -0.550332, -0.784918
-1.014342, -1.182794	 -1.280345, -1.375380	 -1.437491, -1.497767
-1.556228, -1.591752	 -1.621784, -1.724370	 -1.582161, -1.442342
-1.304907, -1.218465	 -1.133456, -1.048101	 -1.008885, -0.970421
-0.932705, -0.895773	 -0.868907, -0.842630	 -0.817319, -0.811512
-0.805798, -0.800130	 -0.798838, -0.797508	 -0.796140, -0.795149
-0.790755, -0.786151	 -0.776979, -0.767698	 -0.758313, -0.747882
-0.735161, -0.723208	 -0.711903, -0.700412	 -0.688741, -0.675245
-0.661629, -0.645337	 -0.620926, -0.596693	 -0.572643, -0.545772
-0.519164, -0.492822	 -0.461297, -0.423351	 -0.385922, -0.347488
-0.309605, -0.272274	 -0.234649, -0.196333	 -0.157257, -0.118998
-0.081340, -0.044283	 -0.007825, 0.028663	 0.065326, 0.102300
0.139427, 0.175860	 0.211601, 0.247696	 0.283076, 0.317719
0.354383, 0.390266	 0.425375, 0.459702	 0.496091, 0.531651
0.565625, 0.608356	 0.650079, 0.690802	 0.732335, 0.772845
0.812341, 0.849552	 0.885701, 0.920908	 0.954788, 0.987762
1.019838, 1.051026	 1.079414, 1.101515	 1.122933, 1.141100
1.158656, 1.175606	 1.191586, 1.205193	 1.219491, 1.237405
1.254671, 1.271297	 1.287289, 1.309278	 1.328269, 1.370379
1.426634, 1.481396	 1.534680, 1.609758	 1.682931, 1.751246
1.869805, 2.018486	 2.163675, 2.305400	 2.498159, 2.686384
2.864879, 2.605817	 2.351019, 2.100479	 1.886772, 1.676561
1.469842, 1.262168	 1.041557, 0.824649	 0.611438, 0.345138
0.083641, -0.173069	 -0.516175, -0.437960	 -0.361533, -0.337977
-0.315098, -0.292891	 -0.302601, -0.313482	 -0.352396, -0.399239
-0.445152, -0.490140	 -0.540936, -0.590657	 -0.638832, -0.686533
-0.733194, -0.778820	 -0.817665, -0.855620	 -0.891893, -0.913096
-0.933761, -0.953892	 -0.971779, -0.989177	 -1.006090, -1.019321
-1.027202, -1.034713	 -1.041825, -1.048000	 -1.053793, -1.059204
-1.060523, -1.062175	 -1.063426, -1.066315	 -1.068745, -1.070723
-1.074131, -1.074164	 -1.076310, -1.077393	 -1.077974, -1.078066
-1.075389, -1.072288	 -1.065610, -1.051477	 -1.037164, -1.022679
-1.007640, -0.992461	 -0.977152, -0.958605	 -0.932694, -0.906908
-0.879432, -0.852145	 -0.825050, -0.798153	 -0.766004, -0.732848
-0.700050, -0.666599	 -0.633536, -0.600861	 -0.565563, -0.528905
-0.493965, -0.461770	 -0.429983, -0.398606	 -0.367639, -0.343392
-0.318194, -0.299523	 -0.281510, -0.263719	 -0.246151, -0.228059
-0.210225, -0.191997	 -0.163841, -0.136204	 -0.109084, -0.080025
-0.051534, -0.023609	 0.003721, 0.034169	 0.063966, 0.093117
0.124105, 0.154400	 0.184006, 0.210903	 0.232152, 0.252877
0.272962, 0.292537	 0.311602, 0.331036	 0.349131, 0.372583
0.395452, 0.417735	 0.439444, 0.460583	 0.480854, 0.499616
0.516499, 0.533958	 0.550929, 0.567417	 0.588361, 0.608734
0.627428, 0.661712	 0.704233, 0.745731	 0.786214, 0.833988
0.880613, 0.924655	 0.983216, 1.040425	 1.096292, 1.159777
1.221782, 1.282319	 1.339683, 1.447601	 1.553095, 1.656178
1.785271, 1.911414	 2.034626, 2.195088	 1.858104, 1.527480
1.274731, 1.026815	 0.783708, 0.591313	 0.402220, 0.266086
0.132561, 0.018642	 -0.093041, -0.202496	 -0.299722, -0.394970
-0.479245, -0.562171	 -0.643569, -0.723446	 -0.808412, -0.891787
-0.974125, -0.986786	 -0.999376, -1.011894	 -1.042071, -1.071835
-1.101186, -1.135409	 -1.155462, -1.175256	 -1.204875, -1.234013
-1.262672, -1.294654	 -1.326848, -1.349234	 -1.366136, -1.382768
-1.399131, -1.412023	 -1.424699, -1.437399	 -1.437885, -1.438368
-1.438848, -1.436827	 -1.434805, -1.432512	 -1.432390, -1.432003
-1.431357, -1.433989	 -1.436239, -1.435986	 -1.447775, -1.458846
-1.469208, -1.478432	 -1.486916, -1.494673	 -1.497708, -1.497104
-1.495862, -1.493992	 -1.491119, -1.487646	 -1.483590, -1.474815
-1.464334, -1.453471	 -1.439384, -1.425007	 -1.410351, -1.392262
-1.370227, -1.338963	 -1.300645, -1.262595	 -1.224821, -1.182368
-1.140303, -1.095537	 -1.047628, -1.000213	 -0.953300, -0.906884
-0.861242, -0.816103	 -0.768836, -0.722928	 -0.677563, -0.632745
-0.588786, -0.545371	 -0.502502, -0.459630	 -0.420867, -0.382598
-0.346475, -0.310821	 -0.275632, -0.242846	 -0.209049, -0.177966
-0.148433, -0.119330	 -0.090657, -0.062434	 -0.035277, -0.007823
0.026103, 0.063729	 0.100642, 0.136845	 0.175998, 0.214370
0.251900, 0.288866	 0.325087, 0.360566	 0.394026, 0.426790
0.458862, 0.489928	 0.512294, 0.534183	 0.555595, 0.573795
0.591572, 0.608929	 0.624458, 0.642236	 0.659579, 0.673976
0.687994, 0.701634	 0.714892, 0.723620	 0.726201, 0.728595
0.729964, 0.731162	 0.732194, 0.735639	 0.737796, 0.744510
0.753275, 0.761677	 0.769722, 0.782241	 0.794306, 0.804513
0.832039, 0.858788	 0.884768, 0.909986	 0.939421, 0.968009
0.993952, 1.017046	 1.039415, 1.061065	 1.081586, 1.101424
1.120587, 1.135703	 1.148045, 1.159826	 1.171038, 1.180472
1.189381, 1.197777	 1.201699, 1.205752	 1.209312, 1.213260
1.216695, 1.219625	 1.223352, 1.223515	 1.224510, 1.226677
1.228305, 1.229405	 1.229981, 1.231337	 1.228788, 1.229615
1.232624, 1.235053	 1.236914, 1.242919	 1.248287, 1.249537
1.259826, 1.269442	 1.278399, 1.281889	 1.284862, 1.287326
1.286274, 1.260433	 1.234702, 1.209088	 1.176579, 1.144348
1.112401, 1.075245	 1.032870, 0.991003	 0.951715, 0.912901
0.874564, 0.835463	 0.794847, 0.758410	 0.722430, 0.687802
0.653621, 0.619888	 0.587626, 0.554320	 0.526971, 0.496992
0.467436, 0.438303	 0.407460, 0.377081	 0.346207, 0.312028
0.278414, 0.245365	 0.212857, 0.175462	 0.138715, 0.102033
0.060882, 0.020467	 -0.019213, -0.060226	 -0.100486, -0.139994
-0.177969, -0.215367	 -0.252076, -0.286898	 -0.321079, -0.354619
-0.384644, -0.414316	 -0.436012, -0.453834	 -0.471314, -0.488454
-0.505249, -0.518928	 -0.532246, -0.543121	 -0.550080, -0.556853
-0.563442, -0.567996	 -0.572397, -0.576231	 -0.584895, -0.593283
-0.601400, -0.609860	 -0.618036, -0.625932	 -0.631819, -0.640714
-0.649322, -0.658248	 -0.666888, -0.675244	 -0.683325, -0.690458
-0.693149, -0.695664	 -0.693988, -0.692223	 -0.690371, -0.686624
-0.681971, -0.675134	 -0.669899, -0.664572	 -0.659157, -0.656252
-0.653197, -0.648607	 -0.664535, -0.679886	 -0.694669, -0.710918
-0.726571, -0.741635	 -0.757218, -0.762543	 -0.767488, -0.765732
-0.763743, -0.761526	 -0.750529, -0.732272	 -0.714120, -0.695729
-0.677454, -0.659299	 -0.640535, -0.620051	 -0.599717, -0.578604
-0.557658, -0.536881	 -0.517266, -0.496159	 -0.483416, -0.479017
-0.474460, -0.469748	 -0.464886, -0.468038	 -0.469218, -0.479589
-0.486245, -0.492533	 -0.498459, -0.497821	 -0.496970, -0.494434
-0.462131, -0.430255	 -0.398808, -0.361133	 -0.324012, -0.287445
-0.245762, -0.207045	 -0.168884, -0.137541	 -0.106608, -0.076085
-0.054742, -0.046893	 -0.039005, -0.036136	 -0.033157, -0.030071
-0.029606, -0.028033	 -0.028070, -0.023959	 -0.019859, -0.015773
-0.007897, -0.000129	 0.007851, 0.033948	 0.059542, 0.084636
0.109238, 0.139236	 0.168629, 0.197310	 0.237691, 0.277257
0.316012, 0.358606	 0.400320, 0.441160	 0.484269, 0.527667
0.570178, 0.609325	 0.647668, 0.685209	 0.720784, 0.755354
0.778489, 0.796641	 0.814381, 0.831712	 0.847784, 0.863025
0.888792, 0.924289	 0.958954, 0.992793	 1.035713, 1.076650
1.136068, 1.197846	 1.258213, 1.317177	 1.377570, 1.435186
1.498659, 1.568557	 1.636808, 1.703421	 1.774400, 1.841609
1.903061, 1.961551	 2.018482, 2.073868	 2.125453, 2.175551
2.221039, 2.297851	 2.372545, 2.445138	 2.531618, 2.615641
2.697233, 2.770793	 2.883016, 2.992003	 3.097738, 3.185944
3.271254, 3.353699	 3.423709, 3.475155	 3.524195, 3.542804
3.559628, 3.574700	 3.560880, 3.536678	 3.459557, 3.368148
3.277140, 3.186554	 3.086674, 2.978764	 2.862189, 2.741835
2.622676, 2.504727	 2.386632, 2.262986	 2.141830, 2.021882
1.903496, 1.786680	 1.669130, 1.549024	 1.418898, 1.283031
1.149519, 1.018356	 0.882243, 0.748633	 0.616327, 0.480566
0.347451, 0.216969	 0.101910, -0.010843	 -0.121300, -0.242934
-0.344481, -0.443959	 -0.535025, -0.624183	 -0.711444, -0.791103
-0.868080, -0.928315	 -0.981574, -1.033573	 -1.084321, -1.128572
-1.170106, -1.206843	 -1.238730, -1.269729	 -1.299845, -1.329083
-1.352792, -1.373803	 -1.401926, -1.429109	 -1.455362, -1.493284
-1.530034, -1.562856	 -1.613704, -1.663068	 -1.710961, -1.757395
-1.795938, -1.833182	 -1.865643, -1.873137	 -1.879910, -1.885964
-1.886675, -1.886785	 -1.886306, -1.875522	 -1.859734, -1.843677
-1.824921, -1.805945	 -1.786760, -1.763670	 -1.736565, -1.698658
-1.654513, -1.610667	 -1.567127, -1.515864	 -1.465056, -1.411131
-1.349279, -1.288105	 -1.227614, -1.171529	 -1.116047, -1.061173
-1.003620, -0.958027	 -0.912872, -0.868161	 -0.822604, -0.777544
-0.732986, -0.685763	 -0.625610, -0.566325	 -0.500101, -0.434918
-0.370773, -0.303471	 -0.235898, -0.151973	 -0.059273, 0.031650
0.120802, 0.218810	 0.314838, 0.408553	 0.534999, 0.658768
0.779878, 0.898346	 1.012671, 1.124417	 1.231387, 1.306614
1.379953, 1.451418	 1.501473, 1.550074	 1.597235, 1.614765
1.585742, 1.556782	 1.506784, 1.457262	 1.408222, 1.339550
1.268503, 1.185634	 1.095933, 1.007490	 0.920310, 0.829174
0.739374, 0.648012	 0.552682, 0.458816	 0.366416, 0.277129
0.189289, 0.100895	 0.019695, -0.060107	 -0.138514, -0.212133
-0.284394, -0.355885	 -0.426019, -0.494654	 -0.561799, -0.632910
-0.702401, -0.770282	 -0.834660, -0.910429	 -0.984322, -1.057197
-1.128204, -1.197358	 -1.264680, -1.325621	 -1.376369, -1.425612
-1.467102, -1.507243	 -1.546049, -1.580280	 -1.609669, -1.625877
-1.637945, -1.649206	 -1.659675, -1.667003	 -1.673589, -1.675553
-1.667193, -1.658418	 -1.649238, -1.638368	 -1.627117, -1.611677
-1.598307, -1.584587	 -1.570529, -1.558605	 -1.546300, -1.533624
-1.521634, -1.517708	 -1.513251, -1.511052	 -1.508309, -1.505034
-1.502691, -1.496003	 -1.487888, -1.477717	 -1.467223, -1.456416
-1.444701, -1.432705	 -1.417107, -1.386449	 -1.355924, -1.325540
-1.290106, -1.254943	 -1.220057, -1.182748	 -1.129884, -1.077693
-1.026173, -0.969674	 -0.913968, -0.859055	 -0.800721, -0.745079
-0.690281, -0.637394	 -0.585329, -0.534087	 -0.483097, -0.431684
-0.373808, -0.315254	 -0.257753, -0.201302	 -0.143819, -0.087427
-0.031842, 0.032478	 0.095510, 0.157262	 0.219702, 0.280840
0.340682, 0.398587	 0.468695, 0.537268	 0.604316, 0.673341
0.740783, 0.806651	 0.875420, 0.946844	 1.016569, 1.085999
1.153737, 1.219796	 1.284190, 1.349704	 1.422872, 1.494160
1.571457, 1.646738	 1.720021, 1.799863	 1.873911, 1.957049
2.039989, 2.120679	 2.199137, 2.275390	 2.347810, 2.413504
2.474522, 2.529253	 2.582149, 2.633230	 2.683562, 2.732094
2.773509, 2.818238	 2.861216, 2.902463	 2.942958, 2.981741
3.018834, 3.045903	 3.051697, 3.056422	 3.041906, 3.026725
3.010901, 2.983948	 2.950267, 2.896797	 2.843308, 2.789911
2.736621, 2.683404	 2.623569, 2.557722	 2.472098, 2.387208
2.303061, 2.219669	 2.135705, 2.052546	 1.964729, 1.866733
1.769893, 1.674215	 1.571274, 1.469670	 1.365045, 1.238492
1.113852, 0.987349	 0.862857, 0.740374	 0.617150, 0.485172
0.355493, 0.224599	 0.096066, -0.030114	 -0.155130, -0.284298
-0.410982, -0.533248	 -0.653077, -0.770478	 -0.881819, -0.987246
-1.090357, -1.190762	 -1.288856, -1.384655	 -1.478144, -1.566911
-1.655915, -1.742597	 -1.827824, -1.910750	 -1.991395, -2.069667
-2.141152, -2.207397	 -2.267903, -2.326423	 -2.382979, -2.433298
-2.481775, -2.522849	 -2.553803, -2.583226	 -2.611141, -2.636353
-2.660115, -2.682446	 -2.696458, -2.709469	 -2.721227, -2.732610
-2.742750, -2.751689	 -2.759184, -2.758976	 -2.756852, -2.750331
-2.742931, -2.734671	 -2.723347, -2.704834	 -2.677296, -2.651410
-2.625138, -2.598495	 -2.570596, -2.536515	 -2.500598, -2.458423
-2.416191, -2.373918	 -2.328939, -2.283983	 -2.233455, -2.182640
-2.132007, -2.081568	 -2.034936, -1.988446	 -1.942112, -1.890911
-1.850163, -1.809514	 -1.767311, -1.725276	 -1.683418, -1.641747
-1.592721, -1.530153	 -1.468263, -1.397810	 -1.328238, -1.259552
-1.187086, -1.112530	 -1.034856, -0.956567	 -0.879434, -0.803457
-0.724341, -0.646463	 -0.567685, -0.472719	 -0.379370, -0.287635
-0.189358, -0.092845	 0.001908, 0.101587	 0.199881, 0.296287
0.392208, 0.486225	 0.578346, 0.669847	 0.758892, 0.854497
0.953876, 1.051059	 1.146059, 1.238876	 1.336159, 1.428921
1.536497, 1.641514	 1.743991, 1.843947	 1.947281, 2.048015
2.142416, 2.235698	 2.326511, 2.414875	 2.497956, 2.578689
2.657097, 2.726584	 2.798528, 2.868253	 2.940021, 3.009517
3.076766, 3.150034	 3.214878, 3.288604	 3.367348, 3.443539
3.517205, 3.588363	 3.665492, 3.732763	 3.816672, 3.916624
4.013405, 4.107046	 4.210711, 4.311037	 4.399313, 4.520841
4.638618, 4.752684	 4.868116, 4.979854	 5.087934, 5.183257
5.254763, 5.323358	 5.370362, 5.414902	 5.457015, 5.496722
5.501615, 5.442199	 5.382305, 5.258326	 5.135190, 5.012917
4.830603, 4.640213	 4.391442, 4.154191	 3.920121, 3.689244
3.470706, 3.255107	 3.033673, 2.859033	 2.686513, 2.516129
2.353453, 2.192838	 2.027045, 1.847343	 1.670373, 1.496136
1.313480, 1.133832	 0.957188, 0.769155	 0.568361, 0.371197
0.173221, -0.021064	 -0.211671, -0.400564	 -0.583652, -0.763142
-0.936019, -1.105392	 -1.271277, -1.427810	 -1.569511, -1.708092
-1.837950, -1.964797	 -2.088651, -2.202429	 -2.310397, -2.415523
-2.517598, -2.616841	 -2.713282, -2.806630	 -2.891060, -2.974399
-3.055904, -3.134698	 -3.210812, -3.284110	 -3.354783, -3.415153
-3.469924, -3.522365	 -3.572508, -3.616540	 -3.658416, -3.689875
-3.708795, -3.726040	 -3.741637, -3.752815	 -3.762451, -3.762096
-3.754504, -3.745705	 -3.735727, -3.724035	 -3.711212, -3.688551
-3.668827, -3.648080	 -3.626336, -3.605978	 -3.584621, -3.553452
-3.510723, -3.467454	 -3.423672, -3.387793	 -3.351400, -3.306556
-3.264979, -3.222999	 -3.180638, -3.136948	 -3.092974, -3.041278
-2.987239, -2.933178	 -2.879110, -2.826298	 -2.773521, -2.720791
-2.660909, -2.598239	 -2.535894, -2.473597	 -2.411647, -2.350058
-2.285906, -2.216755	 -2.152840, -2.089459	 -2.026607, -1.964292
-1.905426, -1.847083	 -1.785116, -1.720376	 -1.656385, -1.593134
-1.529597, -1.466855	 -1.404912, -1.341023	 -1.260597, -1.181437
-1.097063, -1.014099	 -0.932542, -0.852395	 -0.762473, -0.657969
-0.550401, -0.444875	 -0.341383, -0.239904	 -0.135704, -0.033657
0.070767, 0.174862	 0.276806, 0.376610	 0.479262, 0.579715
0.676786, 0.787510	 0.895838, 1.001785	 1.105839, 1.207553
1.306940, 1.406203	 1.500929, 1.593435	 1.682109, 1.768637
1.853034, 1.934281	 2.010510, 2.085091	 2.161690, 2.236239
2.308757, 2.387025	 2.463144, 2.533094	 2.619005, 2.702579
2.783839, 2.873370	 2.960423, 3.045019	 3.122301, 3.196636
3.268748, 3.338658	 3.405273, 3.469751	 3.532117, 3.592716
3.650046, 3.705387	 3.765296, 3.823122	 3.878889, 3.935212
3.983118, 4.044882	 4.113964, 4.180644	 4.244938, 4.311085
4.374803, 4.428508	 4.485839, 4.540817	 4.593473, 4.643820
4.687428, 4.728902	 4.759524, 4.739481	 4.718493, 4.696587
4.676769, 4.655968	 4.634209, 4.608095	 4.578245, 4.547511
4.514613, 4.480914	 4.446442, 4.404016	 4.351061, 4.298245
4.244924, 4.177750	 4.110367, 4.042786	 3.982586, 3.912380
3.849523, 3.782066	 3.714488, 3.646827	 3.576696, 3.497596
3.387309, 3.277919	 3.169445, 3.061905	 2.942185, 2.816177
2.649568, 2.464907	 2.282902, 2.103529	 1.910638, 1.720732
1.528467, 1.326915	 1.128562, 0.933409	 0.747565, 0.564765
0.381134, 0.204743	 0.031372, -0.138968	 -0.310082, -0.478107
-0.644809, -0.831685	 -1.014929, -1.203079	 -1.387439, -1.568022
-1.743919, -1.924449	 -2.101100, -2.275093	 -2.445221, -2.611506
-2.770668, -2.923011	 -3.071666, -3.212738	 -3.350223, -3.484148
-3.606566, -3.720619	 -3.831443, -3.932443	 -4.030314, -4.125088
-4.216784, -4.294428	 -4.364427, -4.431723	 -4.493819, -4.553274
-4.610122, -4.666546	 -4.710742, -4.751092	 -4.785857, -4.818406
-4.848777, -4.878212	 -4.905493, -4.920331	 -4.924189, -4.926424
-4.927076, -4.921326	 -4.914113, -4.905463	 -4.885124, -4.860565
-4.834935, -4.808241	 -4.780013, -4.750795	 -4.720614, -4.679123
-4.637215, -4.594584	 -4.550596, -4.505956	 -4.460690, -4.413177
-4.355313, -4.295968	 -4.238020, -4.179737	 -4.121144, -4.064593
-4.007694, -3.941126	 -3.885061, -3.828695	 -3.772051, -3.717560
-3.662801, -3.599201	 -3.534108, -3.469130	 -3.404261, -3.339445
-3.274787, -3.210307	 -3.138627, -3.064131	 -2.990173, -2.912043
-2.834583, -2.757800	 -2.670438, -2.578773	 -2.490665, -2.406307
-2.323014, -2.240789	 -2.159643, -2.074704	 -1.987481, -1.892353
-1.798695, -1.706508	 -1.615792, -1.524147	 -1.434009, -1.343487
-1.323491, -1.227937	 -1.134094, -1.041149	 -0.949927, -0.859747
-0.779689, -0.701213	 -0.627979, -0.556236	 -0.485978, -0.417844
-0.358859, -0.301197	 -0.245307, -0.190724	 -0.137440, -0.086892
-0.028221, 0.029023	 0.087210, 0.143947	 0.199245, 0.253133
0.309365, 0.374545	 0.438097, 0.505382	 0.570947, 0.634821
0.699083, 0.775732	 0.860113, 0.942373	 1.022527, 1.100616
1.178556, 1.252379	 1.320573, 1.386933	 1.451487, 1.514277
1.563627, 1.597144	 1.629514, 1.655651	 1.680770, 1.704884
1.725920, 1.742656	 1.758823, 1.776078	 1.792462, 1.807991
