0.000000, -0.004153	 -0.008279, -0.012378	 -0.016440, -0.020475
-0.314216, -0.317054	 -0.319782, -0.322471	 -0.325112, -0.327690
-0.349227, -0.350941	 -0.352597, -0.353958	 -0.355269, -0.356535
-0.371399, -0.370662	 -0.369822, -0.368646	 -0.367464, -0.366275
-0.366819, -0.364006	 -0.361234, -0.358582	 -0.355965, -0.353387
-0.350817, -0.335243	 -0.334037, -0.333384	 -0.332767, -0.332191
-0.331778, -0.319066	 -0.318907, -0.317725	 -0.316598, -0.315496
-0.313039, -0.302247	 -0.296143, -0.289546	 -0.282978, -0.276457
0.000000, 0.074643	 0.147771, 0.219395	 0.289864, 0.358848
0.425652, 0.488677	 0.548858, 0.607702	 0.665216, 0.718071
0.769690, 0.818703	 0.858242, 0.896762	 0.934272, 0.970773
1.005967, 1.040184	 1.071387, 1.106794	 1.141178, 1.174549
1.208763, 1.241955	 1.274134, 1.302674	 1.332029, 1.360417
1.387850, 1.414901	 1.441001, 1.466161	 1.487387, 1.509719
1.531175, 1.551766	 1.571810, 1.591008	 1.609370, 1.622859
1.627900, 1.632384	 1.633950, 1.635031	 1.635634, 1.635765
1.631144, 1.629278	 1.626968, 1.628574	 1.629667, 1.630257
1.630354, 1.628233	 1.628870, 1.629032	 1.629094, 1.628698
1.627853, 1.626367	 1.621122, 1.612528	 1.603656, 1.592958
1.582022, 1.570856	 1.557041, 1.539950	 1.518472, 1.496945
1.475405, 1.453859	 1.432305, 1.411524	 1.387741, 1.368017
1.350453, 1.332805	 1.315080, 1.299160	 1.283141, 1.264239
1.245590, 1.226931	 1.208268, 1.190451	 1.172625, 1.154797
1.134564, 1.114907	 1.095318, 1.075799	 1.056437, 1.037148
1.017938, 0.996868	 0.977108, 0.957471	 0.938783, 0.920212
0.901762, 0.883434	 0.864540, 0.842163	 0.820018, 0.795279
0.770833, 0.746683	 0.721024, 0.694410	 0.668464, 0.644333
0.620513, 0.597005	 0.573811, 0.552497	 0.530454, 0.510841
0.491834, 0.473082	 0.454585, 0.437572	 0.420791, 0.403517
0.384684, 0.366138	 0.347878, 0.329905	 0.309497, 0.289429
0.269260, 0.244750	 0.220673, 0.197030	 0.175514, 0.154387
0.133645, 0.113064	 0.094155, 0.075594	 0.057381, 0.039972
0.022897, 0.006155	 -0.010286, -0.021555	 -0.032594, -0.043403
-0.053064, -0.062515	 -0.071757, -0.079320	 -0.087702, -0.095875
-0.103841, -0.114687	 -0.125263, -0.135573	 -0.146346, -0.156649
-0.166677, -0.174596	 -0.182280, -0.189734	 -0.196958, -0.201235
-0.206357, -0.211280	 -0.217508, -0.223509	 -0.229287, -0.237897
-0.245443, -0.257801	 -0.269801, -0.282396	 -0.294627, -0.306498
-0.317844, -0.328048	 -0.334316, -0.337206	 -0.339937, -0.342513
-0.344936, -0.343722	 -0.341701, -0.337309	 -0.332181, -0.327051
-0.321918, -0.316179	 -0.310443, -0.303937	 -0.296641, -0.289816
-0.283008, -0.276216	 -0.270884, -0.265537	 -0.259344, -0.259461
-0.259462, -0.259350	 -0.259133, -0.260745	 -0.262216, -0.262773
-0.262712, -0.262561	 -0.262321, -0.260326	 -0.258285, -0.256199
-0.253470, -0.246196	 -0.238994, -0.231864	 -0.223220, -0.214679
-0.206241, -0.196094	 -0.184435, -0.172941	 -0.161941, -0.151095
-0.140401, -0.129860	 -0.119590, -0.112895	 -0.106276, -0.100986
-0.095750, -0.090571	 -0.085244, -0.079699	 -0.071725, -0.063882
-0.054704, -0.045686	 -0.036827, -0.028285	 -0.019766, -0.011967
-0.007124, -0.002358	 0.002333, 0.006948	 0.007947, 0.009060
0.005383, 0.001455	 -0.002386, -0.006142	 -0.010073, -0.013920
-0.017641, -0.016674	 -0.015729, -0.014808	 -0.013908, -0.012279
-0.010688, -0.009163	 -0.006780, -0.004438	 -0.002140, 0.000118
0.002336, 0.004514	 0.005797, 0.004985	 0.004191, 0.002761
0.001355, -0.000025	 -0.001381, -0.003544	 -0.005221, -0.006878
-0.007983, -0.009083	 -0.010176, -0.010129	 -0.010221, -0.005912
-0.000263, 0.005253	 0.010636, 0.015888	 0.023048, 0.029849
0.036494, 0.042471	 0.048305, 0.053996	 0.059242, 0.064357
0.069150, 0.073208	 0.077164, 0.081019	 0.083382, 0.085677
0.087904, 0.089904	 0.088747, 0.087589	 0.086430, 0.085835
0.085224, 0.084596	 0.084812, 0.085545	 0.086229, 0.087948
0.089600, 0.091184	 0.092703, 0.094385	 0.095454, 0.096465
0.096005, 0.095524	 0.095022, 0.093911	 0.092633, 0.091082
0.089544, 0.088187	 0.086840, 0.085502	 0.084341, 0.083081
0.085856, 0.089433	 0.092933, 0.096357	 0.099710, 0.103059
0.106304, 0.107548	 0.107137, 0.106741	 0.106358, 0.103697
0.101096, 0.098612	 0.091625, 0.084776	 0.078064, 0.071488
0.064651, 0.057944	 0.051338, 0.054562	 0.057697, 0.060744
0.066714, 0.072536	 0.078213, 0.085863	 0.091890, 0.097775
0.103522, 0.106486	 0.109368, 0.112168	 0.113300, 0.115687
0.118007, 0.120946	 0.123807, 0.126590	 0.129298, 0.132538
0.132707, 0.132857	 0.131467, 0.130089	 0.128723, 0.126420
0.124035, 0.119429	 0.114153, 0.108955	 0.103837, 0.098850
0.093937, 0.088926	 0.085889, 0.084733	 0.083577, 0.082421
0.083061, 0.083669	 0.084108, 0.085682	 0.087222, 0.088729
0.088285, 0.087854	 0.087435, 0.087086	 0.075999, 0.065142
0.054515, 0.040994	 0.027756, 0.014801	 0.000121, -0.013399
-0.026655, -0.037303	 -0.047751, -0.058000	 -0.063294, -0.068617
-0.067534, -0.070523	 -0.073451, -0.076319	 -0.079127, -0.077497
-0.075845, -0.075628	 -0.077411, -0.079158	 -0.080871, -0.084663
-0.088379, -0.092018	 -0.096329, -0.100569	 -0.104740, -0.108850
-0.112235, -0.115572	 -0.118988, -0.120369	 -0.121749, -0.123127
-0.123490, -0.123872	 -0.124273, -0.124735	 -0.123437, -0.122178
-0.119910, -0.117695	 -0.115533, -0.113424	 -0.109520, -0.105752
-0.102053, -0.098120	 -0.094253, -0.090451	 -0.087189, -0.083831
-0.082097, -0.081863	 -0.081590, -0.081278	 -0.080928, -0.082194
-0.083043, -0.085365	 -0.087524, -0.089606	 -0.091612, -0.092864
-0.094062, -0.095009	 -0.092935, -0.090880	 -0.088844, -0.086826
-0.083705, -0.080614	 -0.077342, -0.066572	 -0.055944, -0.045457
-0.034438, -0.023579	 -0.012880, -0.002866	 0.003070, 0.008954
0.011487, 0.014049	 0.016641, 0.019261	 0.019484, 0.014803
0.010308, 0.003147	 -0.003780, -0.010475	 -0.017732, -0.024146
-0.029854, -0.032958	 -0.035939, -0.038797	 -0.041545, -0.042909
-0.043818, -0.042024	 -0.038065, -0.034146	 -0.030265, -0.023990
-0.017804, -0.011466	 -0.006111, -0.000825	 0.004393, 0.007473
0.010524, 0.013547	 0.016746, 0.014050	 0.011438, 0.008909
0.006308, 0.003786	 0.001340, -0.000705	 0.001126, 0.002935
0.006511, 0.010026	 0.013481, 0.016875	 0.022184, 0.029390
0.036460, 0.043159	 0.049730, 0.056173	 0.061477, 0.066689
0.069867, 0.072974	 0.075884, 0.078726	 0.081502, 0.084684
0.087682, 0.092793	 0.099469, 0.105985	 0.112342, 0.119402
0.126284, 0.132708	 0.142067, 0.152066	 0.161818, 0.171324
0.181491, 0.191399	 0.200644, 0.209660	 0.218424, 0.226939
0.235202, 0.245683	 0.255869, 0.265127	 0.285034, 0.304451
0.323382, 0.344630	 0.365352, 0.385552	 0.404413, 0.420897
0.436957, 0.452597	 0.465030, 0.477117	 0.488862, 0.496415
0.494312, 0.492156	 0.486980, 0.481807	 0.476639, 0.471477
0.464241, 0.458247	 0.452252, 0.448700	 0.445093, 0.441432
0.438909, 0.435362	 0.433063, 0.430428	 0.427694, 0.424864
0.421941, 0.420915	 0.418715, 0.419189	 0.418065, 0.416807
0.415421, 0.413917	 0.412289, 0.409510	 0.402580, 0.395634
0.388672, 0.380021	 0.371388, 0.362777	 0.353120, 0.346938
0.340720, 0.334473	 0.329894, 0.325256	 0.320561, 0.316034
0.308033, 0.300070	 0.289151, 0.278341	 0.267642, 0.253214
0.238328, 0.221868	 0.206694, 0.191751	 0.177040, 0.162559
0.149684, 0.136589	 0.127237, 0.119065	 0.111006, 0.103061
0.095231, 0.086497	 0.077631, 0.064977	 0.049323, 0.033960
0.018886, 0.001105	 -0.016332, -0.033470	 -0.050855, -0.067896
-0.084594, -0.100950	 -0.116636, -0.131996	 -0.146910, -0.157550
-0.167948, -0.178108	 -0.188028, -0.199467	 -0.210636, -0.221208
-0.231465, -0.241458	 -0.251190, -0.263131	 -0.274765, -0.286096
-0.296581, -0.312342	 -0.327720, -0.342718	 -0.358077, -0.373060
-0.387669, -0.401347	 -0.413060, -0.424498	 -0.435661, -0.446602
-0.457291, -0.467729	 -0.476446, -0.479169	 -0.481825, -0.479877
-0.477959, -0.476070	 -0.474205, -0.467795	 -0.457728, -0.447807
-0.439324, -0.430961	 -0.422719, -0.418402	 -0.413727, -0.416571
-0.422906, -0.429027	 -0.434935, -0.441537	 -0.447908, -0.453343
-0.460287, -0.466979	 -0.473420, -0.479615	 -0.486069, -0.492271
-0.497340, -0.501553	 -0.505555, -0.509351	 -0.512487, -0.515432
-0.518189, -0.519828	 -0.520614, -0.521253	 -0.521748, -0.521436
-0.520998, -0.520439	 -0.518823, -0.515381	 -0.511874, -0.508304
-0.506645, -0.504879	 -0.503011, -0.499980	 -0.508233, -0.516178
-0.523820, -0.534203	 -0.544225, -0.553890	 -0.563338, -0.567087
-0.570618, -0.573943	 -0.572970, -0.571878	 -0.570671, -0.563157
-0.548644, -0.534289	 -0.519435, -0.504753	 -0.490243, -0.477013
-0.463106, -0.457974	 -0.452833, -0.451010	 -0.449117, -0.447159
-0.447373, -0.446793	 -0.444941, -0.439479	 -0.434071, -0.428718
-0.423420, -0.414754	 -0.405966, -0.392091	 -0.375776, -0.359772
-0.344075, -0.327524	 -0.311300, -0.295413	 -0.281451, -0.267761
-0.254341, -0.241189	 -0.228088, -0.215247	 -0.202689, -0.190582
-0.178702, -0.167047	 -0.157021, -0.147182	 -0.137530, -0.128014
-0.122693, -0.117469	 -0.112341, -0.107107	 -0.101976, -0.096947
-0.091986, -0.084965	 -0.078098, -0.071385	 -0.063310, -0.055418
-0.047708, -0.038488	 -0.029698, -0.021108	 -0.015669, -0.010365
-0.005194, -0.000154	 0.001071, -0.001297	 -0.003643, -0.005850
-0.008034, -0.010196	 -0.011948, -0.013797	 -0.014619, -0.015429
-0.016901, -0.018347	 -0.019768, -0.020644	 -0.021497, -0.021915
-0.022995, -0.024041	 -0.025051, -0.026025	 -0.027623, -0.029052
-0.030902, -0.033154	 -0.035350, -0.037489	 -0.038862, -0.040198
-0.041423, -0.040221	 -0.038553, -0.036908	 -0.035288, -0.034933
-0.034576, -0.034142	 -0.037447, -0.041789	 -0.046033, -0.050180
-0.054886, -0.059486	 -0.063888, -0.068756	 -0.073522, -0.078185
-0.082747, -0.086660	 -0.090487, -0.094165	 -0.094935, -0.095685
-0.096417, -0.095538	 -0.094675, -0.093828	 -0.092986, -0.090823
-0.088701, -0.086622	 -0.084374, -0.082171	 -0.080010, -0.076985
-0.071356, -0.065830	 -0.060400, -0.055078	 -0.049851, -0.044719
-0.040191, -0.037777	 -0.035389, -0.034504	 -0.033616, -0.032726
-0.031833, -0.031586	 -0.031201, -0.030798	 -0.031371, -0.031907
-0.032405, -0.032864	 -0.034760, -0.040226	 -0.045550, -0.050529
-0.055373, -0.060084	 -0.065675, -0.070865	 -0.077588, -0.083649
-0.089560, -0.095321	 -0.100935, -0.104324	 -0.107377, -0.104588
-0.099390, -0.094264	 -0.089210, -0.084228	 -0.077427, -0.070493
-0.062768, -0.056292	 -0.049899, -0.043590	 -0.038826, -0.034113
-0.029142, -0.029124	 -0.029192, -0.029218	 -0.029203, -0.027854
-0.026494, -0.024853	 -0.027198, -0.029459	 -0.031637, -0.033737
-0.037558, -0.041267	 -0.044606, -0.052542	 -0.060320, -0.067938
-0.073280, -0.078508	 -0.083624, -0.088564	 -0.093397, -0.098151
-0.102826, -0.106908	 -0.110930, -0.114893	 -0.119008, -0.115960
-0.113002, -0.110135	 -0.104813, -0.099627	 -0.094576, -0.087945
-0.080853, -0.073919	 -0.067141, -0.062146	 -0.057265, -0.052496
-0.048550, -0.046755	 -0.045003, -0.045176	 -0.045353, -0.045536
-0.047191, -0.048898	 -0.051805, -0.054669	 -0.057298, -0.059888
-0.062438, -0.064386	 -0.066358, -0.066611	 -0.067691, -0.068741
-0.069762, -0.071521	 -0.073231, -0.074782	 -0.070219, -0.065729
-0.061311, -0.056965	 -0.051074, -0.045288	 -0.039522, -0.030912
-0.022458, -0.014161	 -0.006013, 0.001793	 0.009455, 0.017035
0.022527, 0.027936	 0.033263, 0.036358	 0.039421, 0.042449
0.045375, 0.048482	 0.051548, 0.054573	 0.059837, 0.065013
0.070101, 0.076733	 0.084243, 0.091626	 0.096082, 0.100473
0.104797, 0.108190	 0.111735, 0.111891	 0.111827, 0.111804
0.111821, 0.111878	 0.110856, 0.110173	 0.105650, 0.100134
0.094749, 0.089492	 0.082991, 0.076628	 0.070468, 0.072694
0.074851, 0.076940	 0.078958, 0.084877	 0.090646, 0.096037
0.107429, 0.118561	 0.129437, 0.140277	 0.150872, 0.161222
0.171006, 0.175612	 0.180088, 0.184433	 0.187651, 0.190757
0.193752, 0.196242	 0.199716, 0.203047	 0.206236, 0.208913
0.211449, 0.213845	 0.216865, 0.224910	 0.232687, 0.242670
0.252346, 0.261717	 0.270797, 0.281969	 0.294816, 0.307314
0.318367, 0.329111	 0.339549, 0.347498	 0.354556, 0.362896
0.373358, 0.383533	 0.393422, 0.403030	 0.414370, 0.424765
0.437062, 0.448042	 0.458723, 0.469108	 0.479207, 0.487237
0.494435, 0.496574	 0.496839, 0.497017	 0.497111, 0.495535
0.493905, 0.491633	 0.491311, 0.490897	 0.490394, 0.489800
0.489719, 0.489539	 0.488556, 0.491170	 0.493627, 0.495929
0.500134, 0.504150	 0.507978, 0.512373	 0.514472, 0.516432
0.515193, 0.513882	 0.512502, 0.511052	 0.505971, 0.495481
0.485103, 0.473341	 0.461716, 0.450229	 0.438931, 0.427107
0.418606, 0.414995	 0.411349, 0.407670	 0.406831, 0.405901
0.404149, 0.404446	 0.404632, 0.404708	 0.404676, 0.402186
0.399642, 0.396349	 0.389288, 0.382263	 0.375274, 0.367925
0.360628, 0.353385	 0.346478, 0.340211	 0.333999, 0.328248
0.322546, 0.316894	 0.311291, 0.305083	 0.300937, 0.296829
0.294120, 0.291418	 0.288726, 0.288371	 0.287636, 0.287167
0.283778, 0.280391	 0.277006, 0.273625	 0.264338, 0.254789
0.245392, 0.234555	 0.223928, 0.213511	 0.204141, 0.194962
0.186017, 0.178229	 0.170611, 0.163162	 0.155881, 0.149391
0.143055, 0.137052	 0.129941, 0.123007	 0.116248, 0.109293
0.102521, 0.095931	 0.087392, 0.076491	 0.065859, 0.055486
0.045655, 0.036073	 0.026740, 0.018743	 0.015580, 0.012531
0.012860, 0.013238	 0.013662, 0.017153	 0.021032, 0.024087
0.022119, 0.020273	 0.018548, 0.012278	 0.006226, 0.001038
-0.019530, -0.039569	 -0.059085, -0.083296	 -0.106891, -0.129875
-0.151274, -0.182839	 -0.213664, -0.243753	 -0.271846, -0.299268
-0.326024, -0.347566	 -0.356968, -0.366129	 -0.370027, -0.373809
-0.377478, -0.375385	 -0.373080, -0.362115	 -0.351359, -0.336888
-0.322705, -0.308807	 -0.291751, -0.275102	 -0.255192, -0.233549
-0.212341, -0.191564	 -0.169886, -0.148649	 -0.127940, -0.106570
-0.085602, -0.065032	 -0.046994, -0.029294	 -0.011930, 0.005177
0.017441, 0.029493	 0.041333, 0.052805	 0.064073, 0.075138
0.085606, 0.094013	 0.102282, 0.109448	 0.116497, 0.123430
0.127169, 0.131005	 0.132380, 0.134391	 0.136393, 0.138386
0.140371, 0.143176	 0.146163, 0.148982	 0.150569, 0.152167
0.153774, 0.155494	 0.157226, 0.159265	 0.159469, 0.159723
0.160025, 0.160119	 0.160266, 0.160463	 0.158598, 0.151761
0.145116, 0.137856	 0.130799, 0.123943	 0.119175, 0.114973
0.115184, 0.117865	 0.120551, 0.123240	 0.125932, 0.129913
0.134241, 0.140740	 0.146583, 0.152367	 0.158093, 0.161920
0.165725, 0.169860	 0.169060, 0.168319	 0.167635, 0.166424
0.165274, 0.164183	 0.164806, 0.168109	 0.171356, 0.175000
0.178572, 0.182073	 0.185496, 0.190030	 0.195041, 0.199905
0.205375, 0.210688	 0.215845, 0.220804	 0.225199, 0.231121
0.237527, 0.243728	 0.249724, 0.255562	 0.261192, 0.265990
0.277548, 0.288766	 0.299647, 0.296967	 0.294163, 0.291239
0.287005, 0.288201	 0.289287, 0.290266	 0.288537, 0.286747
0.284899, 0.282333	 0.277955, 0.273613	 0.266401, 0.259292
0.252284, 0.245391	 0.238337, 0.228140	 0.218121, 0.207567
0.197205, 0.187032	 0.176881, 0.166856	 0.158080, 0.151080
0.144206, 0.137460	 0.132391, 0.127415	 0.122484, 0.121983
0.121498, 0.121030	 0.121249, 0.121477	 0.121712, 0.122110
0.126220, 0.130277	 0.134281, 0.137699	 0.141075, 0.144408
0.146634, 0.150483	 0.154268, 0.157975	 0.161613, 0.165183
0.169394, 0.173489	 0.178003, 0.181836	 0.185565, 0.189192
0.191257, 0.193241	 0.194864, 0.194864	 0.194801, 0.194676
0.194490, 0.193566	 0.192594, 0.191132	 0.190848, 0.190499
0.190087, 0.189754	 0.189361, 0.188907	 0.189394, 0.192497
0.195480, 0.199514	 0.203412, 0.207175	 0.210816, 0.216728
0.223418, 0.229963	 0.232587, 0.235143	 0.237634, 0.236216
0.234759, 0.225365	 0.212895, 0.200654	 0.188643, 0.176237
0.164058, 0.151988	 0.147678, 0.143406	 0.139172, 0.137904
0.136612, 0.135297	 0.133634, 0.136862	 0.140000, 0.143078
0.149004, 0.154813	 0.160505, 0.170210	 0.176545, 0.182766
0.185474, 0.188159	 0.190818, 0.196345	 0.202187, 0.205129
0.207826, 0.210512	 0.213187, 0.215851	 0.220159, 0.224695
0.230455, 0.237417	 0.244253, 0.250966	 0.259388, 0.267646
0.275754, 0.284679	 0.293404, 0.301929	 0.308848, 0.315592
0.322163, 0.328293	 0.331354, 0.334297	 0.337122, 0.341904
0.346527, 0.350993	 0.357645, 0.354199	 0.350749, 0.342142
0.333632, 0.325222	 0.313183, 0.300800	 0.286974, 0.274835
0.262821, 0.250933	 0.239171, 0.231235	 0.222541, 0.223767
0.229373, 0.234725	 0.239826, 0.248305	 0.256471, 0.263325
0.274407, 0.285125	 0.295484, 0.305280	 0.314735, 0.323853
0.331715, 0.333497	 0.335123, 0.336603	 0.336729, 0.336740
0.336639, 0.335425	 0.332948, 0.330437	 0.327341, 0.324236
0.321121, 0.317177	 0.312835, 0.306395	 0.297998, 0.289734
0.281604, 0.273607	 0.264598, 0.255573	 0.246637, 0.238392
0.230283, 0.222308	 0.216386, 0.210554	 0.204636, 0.203860
0.203071, 0.202270	 0.201454, 0.200795	 0.200119, 0.199218
0.193469, 0.187793	 0.182188, 0.174705	 0.167326, 0.160051
0.152178, 0.150986	 0.149755, 0.150036	 0.150245, 0.150385
0.150457, 0.150881	 0.159778, 0.168424	 0.176423, 0.184197
0.191750, 0.195756	 0.199197, 0.196248	 0.191295, 0.186387
0.181525, 0.176709	 0.169783, 0.162591	 0.152524, 0.144130
0.135839, 0.127651	 0.122970, 0.118315	 0.113233, 0.117564
0.121742, 0.125766	 0.130575, 0.135217	 0.139696, 0.143520
0.145406, 0.147181	 0.148847, 0.151283	 0.153596, 0.155788
0.159508, 0.158322	 0.157089, 0.147424	 0.137887, 0.128477
0.119189, 0.099470	 0.067342, 0.035768	 0.004435, -0.026340
-0.056560, -0.082147	 -0.107658, -0.124520	 -0.137633, -0.150560
-0.163301, -0.172443	 -0.181473, -0.190842	 -0.183480, -0.176281
-0.169244, -0.161052	 -0.153019, -0.145146	 -0.140467, -0.144051
-0.147498, -0.154696	 -0.161692, -0.168491	 -0.178231, -0.187365
-0.196928, -0.207436	 -0.217742, -0.227848	 -0.237356, -0.246694
-0.255988, -0.264700	 -0.273302, -0.281796	 -0.290179, -0.297799
-0.305337, -0.313256	 -0.326004, -0.338574	 -0.350966, -0.365070
-0.378942, -0.392582	 -0.416152, -0.444344	 -0.471983, -0.499509
-0.526468, -0.552863	 -0.578274, -0.602837	 -0.628290, -0.653189
-0.676697, -0.699675	 -0.722127, -0.741096	 -0.759175, -0.770639
-0.779859, -0.788840	 -0.797584, -0.801215	 -0.804337, -0.794149
-0.779175, -0.764419	 -0.749881, -0.732610	 -0.714973, -0.698815
-0.686971, -0.675161	 -0.663387, -0.655399	 -0.647333, -0.637663
-0.640445, -0.642859	 -0.644913, -0.647630	 -0.649978, -0.651962
-0.651870, -0.651938	 -0.651664, -0.651910	 -0.651818, -0.651393
-0.651342, -0.648829	 -0.644432, -0.638868	 -0.633127, -0.627215
-0.621146, -0.611693	 -0.600333, -0.582857	 -0.563115, -0.543516
-0.524063, -0.502940	 -0.482005, -0.459659	 -0.437934, -0.416403
-0.395068, -0.374929	 -0.354968, -0.335187	 -0.314134, -0.294621
-0.275300, -0.256175	 -0.237115, -0.218262	 -0.199616, -0.177745
-0.149595, -0.121878	 -0.088827, -0.056322	 -0.024364, 0.010556
0.045446, 0.082271	 0.118412, 0.151207	 0.183378, 0.214927
0.245754, 0.275940	 0.305865, 0.335718	 0.364926, 0.393490
0.419979, 0.445851	 0.470470, 0.493828	 0.516566, 0.538689
0.565584, 0.591749	 0.617192, 0.640507	 0.670950, 0.700515
0.729210, 0.750922	 0.771886, 0.792111	 0.804799, 0.810932
0.816551, 0.824868	 0.832603, 0.839763	 0.849880, 0.856418
0.864530, 0.875289	 0.885321, 0.894637	 0.907348, 0.915916
0.928256, 0.922591	 0.916527, 0.910075	 0.898808, 0.887274
0.872349, 0.834241	 0.796367, 0.758734	 0.716566, 0.674717
0.633195, 0.587158	 0.539143, 0.491545	 0.442108, 0.393130
0.344619, 0.296349	 0.245570, 0.191452	 0.132710, 0.074770
0.017634, -0.043108	 -0.104732, -0.172025	 -0.242080, -0.310909
-0.378516, -0.443519	 -0.507273, -0.569988	 -0.625546, -0.679832
-0.732857, -0.784569	 -0.833506, -0.881175	 -0.925509, -0.969216
-1.011521, -1.052437	 -1.091578, -1.129327	 -1.165701, -1.195984
-1.225046, -1.252779	 -1.279621, -1.305150	 -1.329388, -1.353120
-1.370400, -1.384205	 -1.396159, -1.407087	 -1.417005, -1.423477
-1.429024, -1.428542	 -1.420936, -1.412739	 -1.403968, -1.394194
-1.383895, -1.373085	 -1.354641, -1.329384	 -1.303947, -1.276126
-1.248201, -1.220185	 -1.187366, -1.151979	 -1.116694, -1.079210
-1.041920, -1.004832	 -0.966306, -0.924636	 -0.883662, -0.845700
-0.808047, -0.770708	 -0.731457, -0.692582	 -0.651497, -0.604073
-0.557258, -0.511055	 -0.465472, -0.417486	 -0.370185, -0.321840
-0.267886, -0.214802	 -0.162585, -0.111070	 -0.060434, -0.010675
0.039546, 0.088950	 0.137409, 0.187217	 0.236027, 0.283845
0.334308, 0.383235	 0.438315, 0.498237	 0.556768, 0.613917
0.675926, 0.736422	 0.793493, 0.865534	 0.935765, 1.004203
1.070863, 1.140801	 1.208880, 1.271844	 1.336210, 1.398743
1.459460, 1.517393	 1.573578, 1.628030	 1.671155, 1.703498
1.734524, 1.763609	 1.791397, 1.817907	 1.843129, 1.860530
1.870758, 1.879935	 1.883703, 1.886543	 1.888475, 1.885836
1.876641, 1.872321	 1.870285, 1.867394	 1.863666, 1.857497
1.850546, 1.836891	 1.827336, 1.817118	 1.806253, 1.789930
1.773099, 1.755778	 1.730336, 1.695941	 1.661494, 1.621151
1.580907, 1.540774	 1.493300, 1.441855	 1.376356, 1.304575
1.233662, 1.163622	 1.094459, 1.024345	 0.951900, 0.886623
0.824002, 0.762189	 0.701185, 0.641113	 0.581850, 0.520928
0.462616, 0.405158	 0.348556, 0.295288	 0.242845, 0.191228
0.141489, 0.093897	 0.047109, 0.000947	 -0.044401, -0.088936
-0.132663, -0.175723	 -0.213742, -0.251008	 -0.287190, -0.322617
-0.357296, -0.393126	 -0.427650, -0.474329	 -0.528477, -0.581435
-0.633210, -0.692364	 -0.750197, -0.805644	 -0.877789, -0.948376
-1.017417, -1.084921	 -1.151276, -1.216128	 -1.278176, -1.337523
-1.395474, -1.452038	 -1.506457, -1.559528	 -1.609504, -1.671746
-1.732411, -1.791507	 -1.852810, -1.912504	 -1.967908, -2.033356
-2.096992, -2.158833	 -2.221173, -2.281694	 -2.340411, -2.396102
-2.453009, -2.508098	 -2.560446, -2.611015	 -2.659823, -2.706053
-2.745354, -2.781616	 -2.815138, -2.847105	 -2.877537, -2.904247
-2.929470, -2.946898	 -2.961836, -2.975474	 -2.987829, -2.998165
-3.007273, -3.015179	 -3.015018, -3.011175	 -3.006432, -3.000811
-2.992501, -2.983392	 -2.973501, -2.954347	 -2.923576, -2.892517
-2.857380, -2.822062	 -2.786578, -2.745610	 -2.698951, -2.647651
-2.593788, -2.540137	 -2.486712, -2.433293	 -2.380111, -2.321836
-2.261608, -2.201754	 -2.142284, -2.083572	 -2.025244, -1.967310
-1.903452, -1.836722	 -1.770582, -1.703492	 -1.637022, -1.571179
-1.504855, -1.434909	 -1.363910, -1.295563	 -1.227940, -1.161048
-1.095497, -1.026909	 -0.964308, -0.904590	 -0.845544, -0.787176
-0.731543, -0.676557	 -0.619280, -0.562901	 -0.507262, -0.452366
-0.398214, -0.344532	 -0.291599, -0.237352	 -0.185323, -0.134068
-0.083586, -0.034582	 0.013659, 0.061136	 0.108378, 0.160013
0.210744, 0.264145	 0.316564, 0.368005	 0.420456, 0.472090
0.528873, 0.586042	 0.642039, 0.696871	 0.750541, 0.803586
0.854807, 0.903280	 0.949358, 0.994347	 1.038257, 1.079159
1.119028, 1.156352	 1.194669, 1.231953	 1.268213, 1.305850
1.342429, 1.377962	 1.410111, 1.445440	 1.479669, 1.512796
1.544618, 1.575358	 1.605028, 1.629896	 1.647208, 1.663613
1.676604, 1.688750	 1.700064, 1.710503	 1.716027, 1.725580
1.740806, 1.755001	 1.768181, 1.786167	 1.803005, 1.813656
1.851348, 1.887510	 1.922162, 1.953404	 1.983285, 2.006882
2.025262, 2.042572	 2.058826, 2.076049	 2.092239, 2.107412
2.115718, 2.122434	 2.128386, 2.138629	 2.148053, 2.156671
2.170295, 2.179053	 2.192620, 2.203800	 2.214197, 2.223823
2.230279, 2.236092	 2.237606, 2.242297	 2.250752, 2.258509
2.265578, 2.276552	 2.286765, 2.292490	 2.308891, 2.324421
2.339092, 2.358596	 2.377146, 2.394755	 2.409395, 2.419383
2.428593, 2.433931	 2.438571, 2.442528	 2.445813, 2.441931
2.435017, 2.427618	 2.417779, 2.407509	 2.396821, 2.384732
2.368022, 2.352126	 2.333678, 2.314947	 2.295944, 2.278561
2.260875, 2.238559	 2.221324, 2.203767	 2.185900, 2.172301
2.158303, 2.143918	 2.124639, 2.114439	 2.103766, 2.092632
2.083029, 2.072949	 2.062406, 2.044842	 2.013721, 1.982598
1.945191, 1.907928	 1.870817, 1.828638	 1.782791, 1.733145
1.685525, 1.638264	 1.591370, 1.544834	 1.501287, 1.454317
1.408744, 1.367205	 1.325936, 1.284947	 1.245616, 1.206550
1.164450, 1.120067	 1.076110, 1.032584	 0.991120, 0.950065
0.909425, 0.870841	 0.839938, 0.809299	 0.777041, 0.745115
0.713525, 0.679792	 0.644745, 0.596638	 0.538632, 0.481611
